capacity,fitness,generation
7282.35294117647,3.19891795101543,3
7211.764705882353,2.9783780598030525,3
7388.235294117647,3.4425673656375655,3
7282.35294117647,3.19891795101543,3
7352.941176470588,3.31584004006775,3
9541.176470588236,27.16735355539049,4
7352.941176470588,3.31584004006775,4
9329.411764705883,16.880168831125403,4
6788.235294117647,2.48133573804663,4
7282.35294117647,3.19891795101543,4
7352.941176470588,3.31584004006775,4
7388.235294117647,3.4425673656375655,4
7247.058823529412,3.0912395361341773,4
7635.294117647059,3.980278955093726,4
7211.764705882353,2.9783780598030525,4
7352.941176470588,3.31584004006775,4
6682.35294117647,inf,4
7352.941176470588,3.31584004006775,4
6647.058823529412,inf,4
6788.235294117647,2.48133573804663,4
6788.235294117647,2.48133573804663,4
7388.235294117647,3.4425673656375655,4
7388.235294117647,3.4425673656375655,4
7494.117647058823,3.620243435557172,4
7494.117647058823,3.620243435557172,4
6858.823529411765,2.5775757959920966,4
7211.764705882353,2.9783780598030525,4
7247.058823529412,3.0912395361341773,4
7388.235294117647,3.4425673656375655,4
7247.058823529412,3.0912395361341773,4
7211.764705882353,2.9783780598030525,4
7211.764705882353,2.9783780598030525,4
7388.235294117647,3.4425673656375655,4
6823.529411764706,2.5496635468606743,4
7211.764705882353,2.9783780598030525,4
7600.0,3.8202730548183834,4
9470.588235294117,25.083022913346856,4
6788.235294117647,2.48133573804663,5
6788.235294117647,2.48133573804663,5
7211.764705882353,2.9783780598030525,5
7247.058823529412,3.0912395361341773,5
7388.235294117647,3.4425673656375655,5
6717.64705882353,inf,5
7635.294117647059,3.980278955093726,5
6788.235294117647,2.48133573804663,5
6647.058823529412,inf,5
7352.941176470588,3.31584004006775,5
7211.764705882353,2.9783780598030525,5
7388.235294117647,3.4425673656375655,5
7352.941176470588,3.31584004006775,5
6682.35294117647,inf,5
6788.235294117647,2.48133573804663,5
6788.235294117647,2.48133573804663,5
7352.941176470588,3.31584004006775,5
6752.941176470588,2.385010858043371,5
7352.941176470588,3.31584004006775,5
6788.235294117647,2.48133573804663,5
7211.764705882353,2.9783780598030525,5
7352.941176470588,3.31584004006775,5
7352.941176470588,3.31584004006775,5
6788.235294117647,2.48133573804663,5
6823.529411764706,2.5496635468606743,5
7211.764705882353,2.9783780598030525,5
7211.764705882353,2.9783780598030525,5
7282.35294117647,3.19891795101543,5
7352.941176470588,3.31584004006775,5
6788.235294117647,2.48133573804663,5
2835.2941176470586,inf,5
7211.764705882353,2.9783780598030525,5
6788.235294117647,2.48133573804663,6
6788.235294117647,2.48133573804663,6
7211.764705882353,2.9783780598030525,6
7211.764705882353,2.9783780598030525,6
7352.941176470588,3.31584004006775,6
6929.411764705882,2.662324905305432,6
6788.235294117647,2.48133573804663,6
7211.764705882353,2.9783780598030525,6
7211.764705882353,2.9783780598030525,6
6788.235294117647,2.48133573804663,6
6788.235294117647,2.48133573804663,6
6788.235294117647,2.48133573804663,6
7352.941176470588,3.31584004006775,6
2164.7058823529414,inf,6
6752.941176470588,2.385010858043371,6
6788.235294117647,2.48133573804663,6
6823.529411764706,2.5496635468606743,6
7494.117647058823,3.620243435557172,6
7388.235294117647,3.4425673656375655,6
7211.764705882353,2.9783780598030525,6
6788.235294117647,2.48133573804663,6
7317.64705882353,3.271191787957197,6
7352.941176470588,3.31584004006775,6
6788.235294117647,2.48133573804663,6
6788.235294117647,2.48133573804663,6
6752.941176470588,2.385010858043371,6
6647.058823529412,inf,6
7352.941176470588,3.31584004006775,6
6788.235294117647,2.48133573804663,6
6788.235294117647,2.48133573804663,6
6788.235294117647,2.48133573804663,6
6752.941176470588,2.385010858043371,6
6788.235294117647,2.48133573804663,7
6788.235294117647,2.48133573804663,7
6788.235294117647,2.48133573804663,7
6823.529411764706,2.5496635468606743,7
6752.941176470588,2.385010858043371,7
6858.823529411765,2.5775757959920966,7
6788.235294117647,2.48133573804663,7
6752.941176470588,2.385010858043371,7
6788.235294117647,2.48133573804663,7
6788.235294117647,2.48133573804663,7
7352.941176470588,3.31584004006775,7
6647.058823529412,inf,7
6647.058823529412,inf,7
7070.588235294118,2.8690692353057994,7
6752.941176470588,2.385010858043371,7
6788.235294117647,2.48133573804663,7
6717.64705882353,inf,7
6823.529411764706,2.5496635468606743,7
6823.529411764706,2.5496635468606743,7
6717.64705882353,inf,7
7211.764705882353,2.9783780598030525,7
6823.529411764706,2.5496635468606743,7
7317.64705882353,3.271191787957197,7
6717.64705882353,inf,7
9011.764705882353,11.233592068011784,7
6823.529411764706,2.5496635468606743,7
6752.941176470588,2.385010858043371,7
6752.941176470588,2.385010858043371,7
6788.235294117647,2.48133573804663,7
6788.235294117647,2.48133573804663,7
